ResultID,WOID,MachineID,MachineName,ChecklistID,TaskNo,TaskDescription,TaskType,AcceptanceStandard,Mandatory,SafetyCritical,Result,MeasuredValue,Observation,TechID,RecordedDate,AbnormalityRaised
WO-00199-T05,WO-00199,MC-023,Assy Conveyor CV-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,44.24,,TECH-10,2025-08-25,No
WO-00199-T06,WO-00199,MC-023,Assy Conveyor CV-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-10,2025-08-25,No
WO-00199-T07,WO-00199,MC-023,Assy Conveyor CV-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-10,2025-08-25,No
WO-00199-T08,WO-00199,MC-023,Assy Conveyor CV-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-10,2025-08-25,No
WO-00199-T09,WO-00199,MC-023,Assy Conveyor CV-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2025-08-25,No
WO-00200-T01,WO-00200,MC-019,Assembly Stn AS-01,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-07,2026-01-08,No
WO-00200-T02,WO-00200,MC-019,Assembly Stn AS-01,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-07,2026-01-08,No
WO-00200-T03,WO-00200,MC-019,Assembly Stn AS-01,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,49.91,,TECH-07,2026-01-08,No
WO-00200-T04,WO-00200,MC-019,Assembly Stn AS-01,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-07,2026-01-08,No
WO-00200-T05,WO-00200,MC-019,Assembly Stn AS-01,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-07,2026-01-08,No
WO-00200-T06,WO-00200,MC-019,Assembly Stn AS-01,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,41.24,,TECH-07,2026-01-08,No
WO-00200-T07,WO-00200,MC-019,Assembly Stn AS-01,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-07,2026-01-08,No
WO-00200-T08,WO-00200,MC-019,Assembly Stn AS-01,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-07,2026-01-08,No
WO-00200-T09,WO-00200,MC-019,Assembly Stn AS-01,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-07,2026-01-08,No
WO-00200-T10,WO-00200,MC-019,Assembly Stn AS-01,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-07,2026-01-08,No
WO-00201-T01,WO-00201,MC-020,Assembly Stn AS-02,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-07,2026-01-08,No
WO-00201-T02,WO-00201,MC-020,Assembly Stn AS-02,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-07,2026-01-08,No
WO-00201-T03,WO-00201,MC-020,Assembly Stn AS-02,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,2.7,,TECH-07,2026-01-08,No
WO-00201-T04,WO-00201,MC-020,Assembly Stn AS-02,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-07,2026-01-08,No
WO-00201-T05,WO-00201,MC-020,Assembly Stn AS-02,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-07,2026-01-08,No
WO-00201-T06,WO-00201,MC-020,Assembly Stn AS-02,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,12.49,,TECH-07,2026-01-08,No
WO-00201-T07,WO-00201,MC-020,Assembly Stn AS-02,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-07,2026-01-08,No
WO-00201-T08,WO-00201,MC-020,Assembly Stn AS-02,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,Not OK,,Deviation observed - abnormality raised,TECH-07,2026-01-08,Yes
WO-00201-T09,WO-00201,MC-020,Assembly Stn AS-02,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-07,2026-01-08,No
WO-00201-T10,WO-00201,MC-020,Assembly Stn AS-02,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-07,2026-01-08,No
WO-00202-T01,WO-00202,MC-021,Assembly Stn AS-03,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-07,2026-01-16,No
WO-00202-T02,WO-00202,MC-021,Assembly Stn AS-03,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-07,2026-01-16,No
WO-00202-T03,WO-00202,MC-021,Assembly Stn AS-03,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,2.68,,TECH-07,2026-01-16,No
WO-00202-T04,WO-00202,MC-021,Assembly Stn AS-03,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-07,2026-01-16,No
WO-00202-T05,WO-00202,MC-021,Assembly Stn AS-03,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,Not OK,,Deviation observed - abnormality raised,TECH-07,2026-01-16,Yes
WO-00202-T06,WO-00202,MC-021,Assembly Stn AS-03,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,38.99,,TECH-07,2026-01-16,No
WO-00202-T07,WO-00202,MC-021,Assembly Stn AS-03,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-07,2026-01-16,No
WO-00202-T08,WO-00202,MC-021,Assembly Stn AS-03,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,Not OK,,Deviation observed - abnormality raised,TECH-07,2026-01-16,Yes
WO-00202-T09,WO-00202,MC-021,Assembly Stn AS-03,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,Not OK,,Deviation observed - abnormality raised,TECH-07,2026-01-16,Yes
WO-00202-T10,WO-00202,MC-021,Assembly Stn AS-03,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-07,2026-01-16,No
WO-00203-T01,WO-00203,MC-022,Leak Test Rig LT-01,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-07,2026-02-01,No
WO-00203-T02,WO-00203,MC-022,Leak Test Rig LT-01,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-07,2026-02-01,No
WO-00203-T03,WO-00203,MC-022,Leak Test Rig LT-01,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,7.91,,TECH-07,2026-02-01,No
WO-00203-T04,WO-00203,MC-022,Leak Test Rig LT-01,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-07,2026-02-01,No
WO-00203-T05,WO-00203,MC-022,Leak Test Rig LT-01,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-07,2026-02-01,No
WO-00203-T06,WO-00203,MC-022,Leak Test Rig LT-01,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,22.4,,TECH-07,2026-02-01,No
WO-00203-T07,WO-00203,MC-022,Leak Test Rig LT-01,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-07,2026-02-01,No
WO-00203-T08,WO-00203,MC-022,Leak Test Rig LT-01,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-07,2026-02-01,No
WO-00203-T09,WO-00203,MC-022,Leak Test Rig LT-01,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-07,2026-02-01,No
WO-00203-T10,WO-00203,MC-022,Leak Test Rig LT-01,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-07,2026-02-01,No
WO-00204-T01,WO-00204,MC-023,Assy Conveyor CV-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-07,2026-01-28,No
WO-00204-T02,WO-00204,MC-023,Assy Conveyor CV-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-07,2026-01-28,No
WO-00204-T03,WO-00204,MC-023,Assy Conveyor CV-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,41.68,,TECH-07,2026-01-28,No
WO-00204-T04,WO-00204,MC-023,Assy Conveyor CV-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-07,2026-01-28,No
WO-00204-T05,WO-00204,MC-023,Assy Conveyor CV-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,22.36,,TECH-07,2026-01-28,No
WO-00204-T06,WO-00204,MC-023,Assy Conveyor CV-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-07,2026-01-28,No
WO-00204-T07,WO-00204,MC-023,Assy Conveyor CV-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-07,2026-01-28,No
WO-00204-T08,WO-00204,MC-023,Assy Conveyor CV-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-07,2026-01-28,No
WO-00204-T09,WO-00204,MC-023,Assy Conveyor CV-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-07,2026-01-28,No
WO-00205-T01,WO-00205,MC-019,Assembly Stn AS-01,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2026-07-07,No
WO-00205-T02,WO-00205,MC-019,Assembly Stn AS-01,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2026-07-07,No
WO-00205-T03,WO-00205,MC-019,Assembly Stn AS-01,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,49.43,,TECH-10,2026-07-07,No
WO-00205-T04,WO-00205,MC-019,Assembly Stn AS-01,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2026-07-07,No
WO-00205-T05,WO-00205,MC-019,Assembly Stn AS-01,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-10,2026-07-07,No
WO-00205-T06,WO-00205,MC-019,Assembly Stn AS-01,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,32.96,,TECH-10,2026-07-07,No
WO-00205-T07,WO-00205,MC-019,Assembly Stn AS-01,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2026-07-07,No
WO-00205-T08,WO-00205,MC-019,Assembly Stn AS-01,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-10,2026-07-07,No
WO-00205-T09,WO-00205,MC-019,Assembly Stn AS-01,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2026-07-07,No
WO-00205-T10,WO-00205,MC-019,Assembly Stn AS-01,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2026-07-07,No
WO-00206-T01,WO-00206,MC-020,Assembly Stn AS-02,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2026-06-10,No
WO-00206-T02,WO-00206,MC-020,Assembly Stn AS-02,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2026-06-10,No
WO-00206-T03,WO-00206,MC-020,Assembly Stn AS-02,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,25.85,,TECH-10,2026-06-10,No
WO-00206-T04,WO-00206,MC-020,Assembly Stn AS-02,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2026-06-10,No
WO-00206-T05,WO-00206,MC-020,Assembly Stn AS-02,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-10,2026-06-10,No
WO-00206-T06,WO-00206,MC-020,Assembly Stn AS-02,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,41.54,,TECH-10,2026-06-10,No
WO-00206-T07,WO-00206,MC-020,Assembly Stn AS-02,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2026-06-10,No
WO-00206-T08,WO-00206,MC-020,Assembly Stn AS-02,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-10,2026-06-10,No
WO-00206-T09,WO-00206,MC-020,Assembly Stn AS-02,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2026-06-10,No
WO-00206-T10,WO-00206,MC-020,Assembly Stn AS-02,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2026-06-10,No
WO-00207-T01,WO-00207,MC-021,Assembly Stn AS-03,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2026-06-16,No
WO-00207-T02,WO-00207,MC-021,Assembly Stn AS-03,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2026-06-16,No
WO-00207-T03,WO-00207,MC-021,Assembly Stn AS-03,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,OK,38.55,,TECH-10,2026-06-16,No
WO-00207-T04,WO-00207,MC-021,Assembly Stn AS-03,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2026-06-16,No
WO-00207-T05,WO-00207,MC-021,Assembly Stn AS-03,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-10,2026-06-16,No
WO-00207-T06,WO-00207,MC-021,Assembly Stn AS-03,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,47.59,,TECH-10,2026-06-16,No
WO-00207-T07,WO-00207,MC-021,Assembly Stn AS-03,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2026-06-16,No
WO-00207-T08,WO-00207,MC-021,Assembly Stn AS-03,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-10,2026-06-16,No
WO-00207-T09,WO-00207,MC-021,Assembly Stn AS-03,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2026-06-16,No
WO-00207-T10,WO-00207,MC-021,Assembly Stn AS-03,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2026-06-16,No
WO-00208-T01,WO-00208,MC-022,Leak Test Rig LT-01,CL-ASSY,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2026-06-20,No
WO-00208-T02,WO-00208,MC-022,Leak Test Rig LT-01,CL-ASSY,2,"Clean station, fixtures and locating pins",Cleaning,No debris,Yes,No,OK,,,TECH-10,2026-06-20,No
WO-00208-T03,WO-00208,MC-022,Leak Test Rig LT-01,CL-ASSY,3,Torque tool calibration verification,Measurement,+/- 3 % of setpoint,Yes,Yes,Not OK,57.19,Deviation observed - abnormality raised,TECH-10,2026-06-20,Yes
WO-00208-T04,WO-00208,MC-022,Leak Test Rig LT-01,CL-ASSY,4,Poka-yoke sensor function test,Functional,All sensors respond,Yes,Yes,OK,,,TECH-10,2026-06-20,No
WO-00208-T05,WO-00208,MC-022,Leak Test Rig LT-01,CL-ASSY,5,Pneumatic FRL check and drain,Visual,"Bowl clean, no water",Yes,No,OK,,,TECH-10,2026-06-20,No
WO-00208-T06,WO-00208,MC-022,Leak Test Rig LT-01,CL-ASSY,6,Fixture clamp wear and repeatability,Measurement,<= 0.05 mm,Yes,No,OK,9.0,,TECH-10,2026-06-20,No
WO-00208-T07,WO-00208,MC-022,Leak Test Rig LT-01,CL-ASSY,7,Leak test rig master part verification,Functional,"Pass master, reject NG",Yes,Yes,OK,,,TECH-10,2026-06-20,No
WO-00208-T08,WO-00208,MC-022,Leak Test Rig LT-01,CL-ASSY,8,Check station lighting and andon,Visual,>= 500 lux,No,No,OK,,,TECH-10,2026-06-20,No
WO-00208-T09,WO-00208,MC-022,Leak Test Rig LT-01,CL-ASSY,9,Verify E-stop and light curtain,Safety,Stops within 1 s,Yes,Yes,OK,,,TECH-10,2026-06-20,No
WO-00208-T10,WO-00208,MC-022,Leak Test Rig LT-01,CL-ASSY,10,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2026-06-20,No
WO-00209-T01,WO-00209,MC-023,Assy Conveyor CV-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-10,2026-06-23,No
WO-00209-T02,WO-00209,MC-023,Assy Conveyor CV-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-10,2026-06-23,No
WO-00209-T03,WO-00209,MC-023,Assy Conveyor CV-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,38.89,,TECH-10,2026-06-23,No
WO-00209-T04,WO-00209,MC-023,Assy Conveyor CV-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-10,2026-06-23,No
WO-00209-T05,WO-00209,MC-023,Assy Conveyor CV-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,22.05,,TECH-10,2026-06-23,No
WO-00209-T06,WO-00209,MC-023,Assy Conveyor CV-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-10,2026-06-23,No
WO-00209-T07,WO-00209,MC-023,Assy Conveyor CV-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-10,2026-06-23,No
WO-00209-T08,WO-00209,MC-023,Assy Conveyor CV-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-10,2026-06-23,No
WO-00209-T09,WO-00209,MC-023,Assy Conveyor CV-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-10,2026-06-23,No
WO-00220-T01,WO-00220,MC-024,Paint Booth PB-01,CL-PAINT,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-09,2025-04-09,No
WO-00220-T02,WO-00220,MC-024,Paint Booth PB-01,CL-PAINT,2,Replace / clean intake and exhaust filters,Cleaning,dP <= 250 Pa,Yes,No,OK,,,TECH-09,2025-04-09,No
WO-00220-T03,WO-00220,MC-024,Paint Booth PB-01,CL-PAINT,3,Booth air velocity check,Measurement,0.4 - 0.6 m/s,Yes,Yes,OK,45.9,,TECH-09,2025-04-09,No
WO-00220-T04,WO-00220,MC-024,Paint Booth PB-01,CL-PAINT,4,Spray gun / applicator cleaning and nozzle wear,Visual,No orifice wear,Yes,No,OK,,,TECH-09,2025-04-09,No
WO-00220-T05,WO-00220,MC-024,Paint Booth PB-01,CL-PAINT,5,Paint circulation pump pressure,Measurement,3 - 5 bar,Yes,No,OK,34.65,,TECH-09,2025-04-09,No
WO-00220-T06,WO-00220,MC-024,Paint Booth PB-01,CL-PAINT,6,Oven zone temperature uniformity survey,Measurement,+/- 5 deg C,Yes,No,OK,32.0,,TECH-09,2025-04-09,No
WO-00220-T07,WO-00220,MC-024,Paint Booth PB-01,CL-PAINT,7,Conveyor chain lubrication and tension,Lubrication,Sag <= 15 mm,Yes,No,OK,,,TECH-09,2025-04-09,No
WO-00220-T08,WO-00220,MC-024,Paint Booth PB-01,CL-PAINT,8,Fire suppression and gas detection check,Safety,"System armed, no fault",Yes,Yes,OK,,,TECH-09,2025-04-09,No
WO-00220-T09,WO-00220,MC-024,Paint Booth PB-01,CL-PAINT,9,Exhaust stack and scrubber condition,Visual,No blockage,Yes,No,OK,,,TECH-09,2025-04-09,No
WO-00220-T10,WO-00220,MC-024,Paint Booth PB-01,CL-PAINT,10,Electrical panel cleaning (flame-proof integrity),Electrical,Glands intact,Yes,Yes,OK,,,TECH-09,2025-04-09,No
WO-00221-T01,WO-00221,MC-025,Curing Oven CO-01,CL-PAINT,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-09,2025-04-15,No
WO-00221-T02,WO-00221,MC-025,Curing Oven CO-01,CL-PAINT,2,Replace / clean intake and exhaust filters,Cleaning,dP <= 250 Pa,Yes,No,OK,,,TECH-09,2025-04-15,No
WO-00221-T03,WO-00221,MC-025,Curing Oven CO-01,CL-PAINT,3,Booth air velocity check,Measurement,0.4 - 0.6 m/s,Yes,Yes,OK,11.57,,TECH-09,2025-04-15,No
WO-00221-T04,WO-00221,MC-025,Curing Oven CO-01,CL-PAINT,4,Spray gun / applicator cleaning and nozzle wear,Visual,No orifice wear,Yes,No,OK,,,TECH-09,2025-04-15,No
WO-00221-T05,WO-00221,MC-025,Curing Oven CO-01,CL-PAINT,5,Paint circulation pump pressure,Measurement,3 - 5 bar,Yes,No,OK,31.31,,TECH-09,2025-04-15,No
WO-00221-T06,WO-00221,MC-025,Curing Oven CO-01,CL-PAINT,6,Oven zone temperature uniformity survey,Measurement,+/- 5 deg C,Yes,No,OK,54.86,,TECH-09,2025-04-15,No
WO-00221-T07,WO-00221,MC-025,Curing Oven CO-01,CL-PAINT,7,Conveyor chain lubrication and tension,Lubrication,Sag <= 15 mm,Yes,No,OK,,,TECH-09,2025-04-15,No
WO-00221-T08,WO-00221,MC-025,Curing Oven CO-01,CL-PAINT,8,Fire suppression and gas detection check,Safety,"System armed, no fault",Yes,Yes,OK,,,TECH-09,2025-04-15,No
WO-00221-T09,WO-00221,MC-025,Curing Oven CO-01,CL-PAINT,9,Exhaust stack and scrubber condition,Visual,No blockage,Yes,No,OK,,,TECH-09,2025-04-15,No
WO-00221-T10,WO-00221,MC-025,Curing Oven CO-01,CL-PAINT,10,Electrical panel cleaning (flame-proof integrity),Electrical,Glands intact,Yes,Yes,OK,,,TECH-09,2025-04-15,No
WO-00222-T01,WO-00222,MC-026,Paint Chiller CH-02,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-09,2025-04-24,No
WO-00222-T02,WO-00222,MC-026,Paint Chiller CH-02,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-09,2025-04-24,No
WO-00222-T03,WO-00222,MC-026,Paint Chiller CH-02,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,41.79,,TECH-09,2025-04-24,No
WO-00222-T04,WO-00222,MC-026,Paint Chiller CH-02,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-09,2025-04-24,No
WO-00222-T05,WO-00222,MC-026,Paint Chiller CH-02,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,59.92,,TECH-09,2025-04-24,No
WO-00222-T06,WO-00222,MC-026,Paint Chiller CH-02,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-09,2025-04-24,No
WO-00222-T07,WO-00222,MC-026,Paint Chiller CH-02,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-09,2025-04-24,No
WO-00222-T08,WO-00222,MC-026,Paint Chiller CH-02,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-09,2025-04-24,No
WO-00222-T09,WO-00222,MC-026,Paint Chiller CH-02,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-09,2025-04-24,No
WO-00223-T01,WO-00223,MC-024,Paint Booth PB-01,CL-PAINT,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-07,2026-02-07,No
WO-00223-T02,WO-00223,MC-024,Paint Booth PB-01,CL-PAINT,2,Replace / clean intake and exhaust filters,Cleaning,dP <= 250 Pa,Yes,No,OK,,,TECH-07,2026-02-07,No
WO-00223-T03,WO-00223,MC-024,Paint Booth PB-01,CL-PAINT,3,Booth air velocity check,Measurement,0.4 - 0.6 m/s,Yes,Yes,OK,59.84,,TECH-07,2026-02-07,No
WO-00223-T04,WO-00223,MC-024,Paint Booth PB-01,CL-PAINT,4,Spray gun / applicator cleaning and nozzle wear,Visual,No orifice wear,Yes,No,OK,,,TECH-07,2026-02-07,No
WO-00223-T05,WO-00223,MC-024,Paint Booth PB-01,CL-PAINT,5,Paint circulation pump pressure,Measurement,3 - 5 bar,Yes,No,OK,48.73,,TECH-07,2026-02-07,No
WO-00223-T06,WO-00223,MC-024,Paint Booth PB-01,CL-PAINT,6,Oven zone temperature uniformity survey,Measurement,+/- 5 deg C,Yes,No,OK,58.07,,TECH-07,2026-02-07,No
WO-00223-T07,WO-00223,MC-024,Paint Booth PB-01,CL-PAINT,7,Conveyor chain lubrication and tension,Lubrication,Sag <= 15 mm,Yes,No,OK,,,TECH-07,2026-02-07,No
WO-00223-T08,WO-00223,MC-024,Paint Booth PB-01,CL-PAINT,8,Fire suppression and gas detection check,Safety,"System armed, no fault",Yes,Yes,Not OK,,Deviation observed - abnormality raised,TECH-07,2026-02-07,Yes
